"path";"id";"parent_id";"level";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count";"error.message"
"351687753504_857584222388439";"59";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"I'd be completely embarrassed to celebrate such a win. Disallowed goal, 2 red cards. No wonder you will always remain a tiny insignificant joke of a club.";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439";"60";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"We got lucky, 9 men side and needed an own goal to win. COYS!";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"61";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"#COYS";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"62";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"🤍🤍🤍";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"63";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"Trust the process";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"64";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"Important 3 points. We were very lucky tonight. Sometimes it goes your way and that happened today. 💪";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"65";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"Spurs for life ❤️";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"66";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"LETSGOOOOOOOOOOO";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"67";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"yippppeeeee a nice 3 points !!!";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"68";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"فخر لندن   😭😭😭🤍🤍🤍🤍🤍🤍🤍";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"69";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"اموت عليكم";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"70";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"I don't care what people say...win is a win 🤣";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"71";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"Spurds can't score against 10 men 😂😂";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"72";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"SOME PLAYERS NEED OTHERS TO BECOME GREAT. LEO MESSI JUST NEEDS A BALL.⚽🔥  Everyone who agrees with me puts a heart and follows us, thank you 💜";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"73";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"🤍🤍";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"74";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"Ange ball ⚽️ 🔥";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"75";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"Congratulations Lovely! Stuff 👏";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"76";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"Nice job spur love from Nigeria 😊🥰";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"77";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"Playing Richarlison was an error and it was an error to take Son out and keep him in. This was and is Solomon’s game. Either ways it was a good play. The boys never give up. COYS!!";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"78";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"If Messi🇦🇷🐐😍 hadn't been born it would have been thought that muscles are above intelligence… thank you Messi for coming to earth";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"79";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"Honestly, win with lucky";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"80";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"Thanks to Matip";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"81";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"So Kane Was The Problem!";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"82";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"Ange is a blessed Coach with some luck in football even against all odds. Fair play to Liverpool.  Mehnnnn what a game. COYS.";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"83";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"Come on Spurs 🤍💪";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"84";"35";"2";"351687753504_857584222388439";"offcut";"";"fetched (200)";"2023-10-19 22:40:18.991748";"Facebook:/<post-id>/comments";"";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"85";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"I went to the kitchen wearing Tottenham jersey and I couldn't lift a cup";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"86";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"Pavlos Pavloulol";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"87";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"I'm crying 😥😢❤️";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"88";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"Gotta love football 💖🤍";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"89";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"Yes";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"90";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"What a match, what a relief 🌸";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"91";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"❤❤";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"92";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"Le robaron sin remordimiento al Liverpool";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"93";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"Congrats Spurs for life";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"94";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"Lucky Spurs";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"95";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"Unbelievable result and thank you Matip!!!!! #coys";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"96";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"De Zerbi - “We approached Chelsea and Aston Villa same way we approached Manchester United, turns out they’re better teams than United”.";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"97";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"2 red cards ! 1 disallowed goal ! 1 own goal ! Referee is on our side ! WE ARE SO LUCKY ! This could be our year ! COYS !";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"98";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"Respect to Liverpool";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"99";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"Full-time   Tottenham 2-1 Liverpool Corners 🚩11-5 Bookings 3-8  #sosobi  Follow my page for more updates you need 🔥🔥🤝🏼☑️";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"100";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"من يحب الرسول صلى الله عليه وسلم يضع متابعه♥️♥️";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"101";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"That's my team .... 💙";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"102";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"12 vs 9, buruk sangat buruk 😡😡😡";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"103";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"Score??";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"104";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"14 Against 9 && You Still Needed Luck!";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"105";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"Rattakorn Tokaichak";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"106";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"You are lucky Simon Cooper was on drugs🤬 stupid Spurs";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"107";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"🩶";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"108";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"COYS";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"109";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"دقيقة هي الطابة كانت فوز وشو؟ نسيت لأن🥰";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"110";"35";"2";"351687753504_857584222388439";"offcut";"";"fetched (200)";"2023-10-19 22:40:19.411598";"Facebook:/<post-id>/comments";"";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"111";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"Well deserved three points. Definitely made it hard. Unbeaten run continues! COYS!";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"112";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"The way you celebrate proves what a small club you are. Small pathetic club";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"113";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"Great win COYS!";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"114";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"Gooodddddddddd";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"115";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"Pavlos Pavlou you writing this comment";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"116";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"Congrats😍😍😍";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"117";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"Lau Chung Kwan pain😹";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"118";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"Please show some respect for Liverpool FC 😊❤️";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"119";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"Vicario MOTM";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"120";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"Nice job 👏";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"121";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"12 vs 9";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"122";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"You spurs!  Left it late though!  Dirty Liverpool today, disgusting.";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"123";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"Poor tottenham can't beat Liverpool at least 4_1 with 2 red card what a shame?";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"124";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"Really bad against 9...but a wins a win.COYS!❤️";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"125";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"Gg♥️";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"126";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"Well-done lads";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"127";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"Pavlos Pavlou cry more.";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"128";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"Come on SPURS 🤍❤️‍🩹";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"129";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"Honestly the refereeing was biased. COYS.";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"130";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"#COYS  💪💪💪";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"131";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"congrats 👏";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"132";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"Referee vs Liverpool";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"133";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"Congratulations 🤍";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"134";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"135";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"Honestly bad performance but keep going  Com on you spurs ❤️";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"136";"35";"2";"351687753504_857584222388439";"offcut";"";"fetched (200)";"2023-10-19 22:40:20.898218";"Facebook:/<post-id>/comments";"";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"137";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"Congratulations and good luck with the league";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"138";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"COYS";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"139";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"Cmonnnnnnnnnnn U Spurs";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"140";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"โกงฉิปหาย";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"141";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"ابطااااليي ❤️🔥";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"142";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"It's going Great.";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"143";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"Poor result";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"144";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"wllhy cawa Waxan ogaaday liverpool inay ncab badan leedahay Bal eeg 2 Casaan 12 Huruuda' Hadana Sidaasoy tahay Waanu Adkayn Wllhy Taasi way nagu dhacday Caawa lkn Koobkan cidaan redz ahayn Qaadi mayso Redz for ever💔🔥";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"145";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"Joe Matip presenting Spurs Victory on a silver platter🤣🤣🤣🤣";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"146";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"Good performance 😀💯";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"147";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"Une belle équipe";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"148";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"lovely game💪";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"149";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"Brilliant performance from Tottenham, What A Win Magnificent Win 😭💔";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"150";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"VAMO totão 🤍⚽";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"151";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"Lucky to get all three points. Matip Man of the Match!";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"152";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"Ok , VAR win , but hotdog still cannot win any trophy";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"153";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"COYS!!!!";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"154";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"Admin Leo nalalw na viatu 🤣🤣🤣";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"155";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"Tuyệt vời";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"156";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"Crazy? 9 men and lost to you? Spurs for life!!!";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"157";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"Yesssssssss this is spurs 🤍💙";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"158";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"Hhhhhhhhhh";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"159";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"(¬◡¬)✧";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"160";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"That was one of the worst reffed games I’ve ever seen I feel for Liverpool, like even as spurs fans you guys have to agree what drugs was the ref on! I hope Liverpool FC report it for match fixing cause omgggg";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"161";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"Congratulations";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"162";"35";"2";"351687753504_857584222388439";"offcut";"";"fetched (200)";"2023-10-19 22:40:21.712415";"Facebook:/<post-id>/comments";"";"";"";"";""
"351687753504_857584222388439/351687753504_857584222388439/351687753504_857584222388439";"163";"35";"2";"351687753504_857584222388439";"data";"data.*";"fetched (200)";"2023-10-19 22:40:22.621923";"Facebook:/<post-id>/comments";"Even this way, Spurs go marching on....! COYS!";"";"";"";""
