,Platform,Game,Team,Entry
5081,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Hello
5082,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Stay,  strong still. Move on and fight more and more in the next next game. We are the Liverpool, we do. Liverpool, I love you.💪💪💪✌️✌️✌️❤️💯"
5083,Youtube,Tottenham vs. Liverpool September 30,Liverpool,We wait in Anfield spurs!!
5084,Youtube,Tottenham vs. Liverpool September 30,Liverpool,We were robbed luiz diaz wasn't of sidi
5085,Youtube,Tottenham vs. Liverpool September 30,Liverpool,الاعبين الأعزاء فريق ليفربول ان كثرت العراقيل أمامكم فأنتم كابطال عليكم اجتيازها ، نحبكم فالفوز والخسارة، بطلى محمد صلاح
5086,Youtube,Tottenham vs. Liverpool September 30,Liverpool,We are proud of you boys ❤️
5087,Youtube,Tottenham vs. Liverpool September 30,Liverpool,I cannot believe we got rubbed😢
5088,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Luiz diaz goal was not an offside ,referee didn't do right fr liverpool that was a goal 😣 even red cards was not supposed to be easy like that that was favoritism fr real 😏 Liverpool could win  this game 95%😔"
5089,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Probably the most outrageously bad ref job I have ever had the displeasure to witness, but great spirit from Liverpool throughout."
5090,Youtube,Tottenham vs. Liverpool September 30,Liverpool,We must taken points for this joke
5091,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Come on football has always been like this move on lads
5092,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Iam sorry for all liverpool fans they just been ropped 😢❤
5093,Youtube,Tottenham vs. Liverpool September 30,Liverpool,there is a deeper conspiracy
5094,Youtube,Tottenham vs. Liverpool September 30,Liverpool,stupid ref
5095,Youtube,Tottenham vs. Liverpool September 30,Liverpool,We all witnessed blatant refereeing corruption in this game.
5096,Youtube,Tottenham vs. Liverpool September 30,Liverpool,robbery.
5097,Youtube,Tottenham vs. Liverpool September 30,Liverpool,I wonder want we saw wrong that var saw right
5098,Youtube,Tottenham vs. Liverpool September 30,Liverpool,That's the difference between previous defenenders and today's are that In spurs first goal if whoever was that slid that wouldn't have been a goal
5099,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"This game was a complete farce. I’m not even bothered we lost anymore, I’m bothered that this league is incapable of officiating its own matches, everyone will fall victim at one point or another. I’ve said this from day one, VAR OUT!!!!"
5100,Youtube,Tottenham vs. Liverpool September 30,Liverpool,9 men Liverpool played better than Manchester United 11 players at home against crystal palace
5101,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Thank you Matip
5102,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Bad day for Liverpool team.
5103,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"While the PGMOL admitted on Saturday night that Luis Diaz's goal was incorrectly disallowed for offside after the VAR mistakenly believed that the on-field decision had been to award the goal. This resulted in Darren England, on VAR duty, despite realising that Diaz was onside, relaying a message of 'check complete' and the goal being ruled out."
5104,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Even though we lost to Tottenham we are only 2 points away from 1st placed city
5105,Youtube,Tottenham vs. Liverpool September 30,Liverpool,GREAT PLAY FROM LIVERPOOL BUT SO UNLUCKY 🤦
5106,Youtube,Tottenham vs. Liverpool September 30,Liverpool,R.i.p premier league.. 🙄🙄
5107,Youtube,Tottenham vs. Liverpool September 30,Liverpool,I would be daft if I thought that 1 cancelled goal and 2 sent offs are errors of VAR! there was an intention to make Liverpool lose that day
5108,Youtube,Tottenham vs. Liverpool September 30,Liverpool,1:53 1:17
5109,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Liverpool please take legal action for this injustice
5110,Youtube,Tottenham vs. Liverpool September 30,Liverpool,No trophy this season as pr mentality
5111,Youtube,Tottenham vs. Liverpool September 30,Liverpool,This is the equivalent of armed robbery. We showed so much heart… This was a great game turned into a spoiled one from the refs. Good Job Tottenham but I feel like we would have won with 11 or even ten men. We played amazingly but got robbed. YNWA
5112,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Судейка убил ливер
5113,Youtube,Tottenham vs. Liverpool September 30,Liverpool,The boys really played well with their hearts out despite horrible VAR decisions and a damn bald ref. I'm proud of the lads and this match made me even further fall in love with this group of reds💔😢
5114,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Terrible refs
5115,Youtube,Tottenham vs. Liverpool September 30,Liverpool,لا أحد يكسر النادي الأعظم...ليفربولي ولليفربول الحب❤❤❤❤❤❤❤❤
5116,Youtube,Tottenham vs. Liverpool September 30,Liverpool,It is very clear the referee was a Tottenham fan😢
5117,Youtube,Tottenham vs. Liverpool September 30,Liverpool,English Refs are  joke of the sentury. It's not the first and definately won't be the last time they are against Liverpool.
5118,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Ref was a pos
5119,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Gangster Liverpool  Fall down. Red card 2.
5120,Youtube,Tottenham vs. Liverpool September 30,Liverpool,The reason becoming The Kops. What a wonderful game that is reds. Keep Fighting !!
5121,Youtube,Tottenham vs. Liverpool September 30,Liverpool,ali ias man of the match
5122,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Liverpool is not a football team is a squad of warriors.
5123,Youtube,Tottenham vs. Liverpool September 30,Liverpool,One of the most unfair matches I've seen after a long time. This kind of carelessness at this level is unbearable!!. I feel really sorry for Matip. 😢❤❤❤
5124,Youtube,Tottenham vs. Liverpool September 30,Liverpool,this is the biggest rob after Barca vs Chelsea
5125,Youtube,Tottenham vs. Liverpool September 30,Liverpool,رغم خسارة النقاط الثلاث  بظلم تحكيمي واضح ، إلا اننا استعدنا الثقة بكل لاعبينا الأبطال . مباراة للتاريخ  لن تبقى وحيدا .
5126,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"anything that could go wrong with liverpool, judt happened. hopefully it balances future bad lucks"
5127,Youtube,Tottenham vs. Liverpool September 30,Liverpool,The second red was unnecessary
5128,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Thank you referee😑
5129,Youtube,Tottenham vs. Liverpool September 30,Liverpool,wasit berat sebelah co co
5130,Youtube,Tottenham vs. Liverpool September 30,Liverpool,리버풀 진짜 잘하던데 심판의 오심아니었으면 토트넘은 졌음 인정
5131,Youtube,Tottenham vs. Liverpool September 30,Liverpool,BIG L wowokwowkwowkwowkwo
5132,Youtube,Tottenham vs. Liverpool September 30,Liverpool,We're proud of you Liverpool FC! Can't wait for the next meet and a 7up is ready! YNWA!
5133,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Alison 🔥🔥🔥🔥
5134,Youtube,Tottenham vs. Liverpool September 30,Liverpool,hahahahahaha take that L
5135,Youtube,Tottenham vs. Liverpool September 30,Liverpool,first goal no offside was it
5136,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Say something about the officiating you cowards.
5137,Youtube,Tottenham vs. Liverpool September 30,Liverpool,1:53 Matip is a world class goal finisher ever.
5138,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Horrible refereeing. They must've been fucking drunk in that damn VAR room. We should've had at least one point, but this... just incredible."
5139,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Bad Luck for us
5140,Youtube,Tottenham vs. Liverpool September 30,Liverpool,LFC played very dirty like playing in anfield😂
5141,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Corruption at its finest but don't worry it'll be forgotten about and happen to us again like it always does
5142,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Robbery from ref
5143,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Hahahahahahahah
5144,Youtube,Tottenham vs. Liverpool September 30,Liverpool,We loose the interest in the sport with this kind of robbery.
5145,Youtube,Tottenham vs. Liverpool September 30,Liverpool,မန်းစီတီးအသင်းပိုင်ရှင်‌ဘောစိက သူတို့ အသင်းခြေချောတာကို ချက်ချင်းစပါးပွဲကိုင်တွေမဲ့ ဒိုင်တွေကိုလာဘ်ထိုးခဲ့ရင် ယောမဖြစ်နိုင်ဘူးလားထူးဆန်းတယ်နော် ဒီပွဲပြီးရင်အာကြီးနဲ့ထပ်တွေ့မဲ့မန်စီးတီးက အနိုင်မသေချာခဲ့ရင် အမှတ်ပြတ်သွားမဲ့ ပါပူးကို ‌ကြောက်နေတာလားမသိ စပါးလိုအသင်းကွင်းကစက်ချိုယွင်းတာ အသင်းငယ်တွေရယ်ကွင်းစက်ချိုယွင်းတာ ဆိုလက်ခံတယ်၊ ဘောလုံးမဟုတ်တောဘူးနောက်ကွယ်အကြောင်းမဲ့ ဇတ်တွေပါလာပြီး အခုမဖော်ထုတ်ရင်ဒီလို ကံဆိုးတဲ့အသင်းတွေကဇတ်နာနာခံနေရဦးမှာဘဲ မဟုတ်ရင် အဲ့နေပေါ့လျော့ခဲ့တဲ ဒိုင်တွေဖြုတ်ပလိုက် ရှင်းရှင်းဘင်းလင်းပါဘဲ ၊ ပရီမီးယားလိပ်နောက်ဆုံးပွဲစဉ် အမှတ်ကမကွာဘူး စီတီးနဲ့ ပါပူး တို့သာဖြစ်ရင် နှစ်နာခဲ့တဲ့အသင်းက်ုရော ဖလားနောက်တလုံးပေးမှာလား ၊ ဒါမှမဟုတ် တောင်းပန်ပါတယ် လ်ုပြောတာက ( ဒီ‌ေလာက်လွယ်သလား)  to  translate
5146,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"I am man utd fan and nothing can feel ma heart with joy than watching liverpool lose; however, I was liverpool fan in this game due to unfair referee decisions and the fighting spirit of the team. Big respect! Btw, I love Klopp as well."
5147,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Wow this is what our favorite football game to now wow they literally sold out Liverpool its not nice atall that reference been doing it from couples seasions back he should get fired smh so not fear
5148,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Goal diaz harusnya sah, Tapi yasudahlah"
5149,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Var suck dias goal is onside
5150,Youtube,Tottenham vs. Liverpool September 30,Liverpool,COYS
5151,Youtube,Tottenham vs. Liverpool September 30,Liverpool,???: fxxxking disgrace
5152,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Пиздец только так могли шпоры выиграть удалив двух игроков Ливерпуля
5153,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Absolutely Robbed
5154,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"As for Spurs, they will not get anywhere this year."
5155,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"WE WERE ROBBED, end of story."
5156,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"PROUD OF OUR TEAM,YNWA❤"
5157,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Just proud of your performance and YNWA even we've got robbed give support to jota and Jones and all the reds
5158,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Alison is on another level at goal keeping
5159,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Own goal for man city and liverpool. What happened
5160,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Not a bad showing. Jota's got a lot to prove to remain in this team. Nunez needs to work on his scoring. And we still need a center-back.
5161,Youtube,Tottenham vs. Liverpool September 30,Liverpool,It's on side the goal from diaz
5162,Youtube,Tottenham vs. Liverpool September 30,Liverpool,We were robbed so hard
5163,Youtube,Tottenham vs. Liverpool September 30,Liverpool,나는 대한민국 국민이지만 리버플이 이긴 경기라고 생각한다~~~
5164,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"I know it’s something that will never happen, but I would support Liverpool deciding to boycott the premier league until this situation is sorted, I don’t care if we miss out on top 4 and don’t get into the champions league, people need to be held accountable, punished and things put right, VAR and the referee were atrocious to the point of corruption that game, we should not have to stand for it. YNWA"
5165,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Can’t believe I had to take a referee n his team spurs with 11 to beat us with 9 proud of the boys
5166,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"This referee group must be sent to the Sunday league. Total incompetence. I'm not fan of Liverpool, but the theater of the absurd that I saw today must be punished"
5167,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"We are proud of you boys, as u know 9vs12(referee) is not easy❤"
5168,Youtube,Tottenham vs. Liverpool September 30,Liverpool,I'm an Arsenal fan and I'm getting PTSD. I wish you all the best.
5169,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"We shall not flag or fail. We shall go on to the end. We shall fight in Goodison Park, we shall fight in Old Trafford and Etihad, we shall fight with growing confidence and growing strength in London, we shall defend our Liverpool whatever the cost may be. We shall never surrender!"
5170,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Totenheam doesn't deserve this win at all
5171,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"I'm not a Liverpool fan ,but they a bad referee against them. To many games won/lost by bad var decisions"
5172,Youtube,Tottenham vs. Liverpool September 30,Liverpool,I'm absolutely furious and bewildered at the two reds and the disallowed Diaz goal and I'm not even a Liverpool fan lol.
5173,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"I have seen a movie about the reality of football and I cannot believe it how Tottenham supporters behave. They went into pubs and killed people because of football!! I'm sure the English football association are forced to do this for security purposes!! 3 points at this stage and time does not harm LP, so this will avoid so many issues!"
5174,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Referee won the game
5175,Youtube,Tottenham vs. Liverpool September 30,Liverpool,LIVERPOOL VS PREMIER LEAGUE.
5176,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Leaving this comment to remind of one of the most rigged match games i've witnessed in recent years
5177,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Loserpool fans crying when they lose 😂😂😂😂 crying to their daddy var they forgot to pay
5178,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Matip was bribed to betray the reds nkt!
5179,Youtube,Tottenham vs. Liverpool September 30,Liverpool,9 man vs 12 + var squad LMAOO
5180,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Very poor referring
5181,Youtube,Tottenham vs. Liverpool September 30,Liverpool,هدف صحيح ١٠٠% تم إلغائه وحكم غير عادل
5182,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Gutted! not because of a bad performance but because we deserved more out of it. It wasn’t being unlucky or something it’s because of refs lack of justice! YNWA
5183,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Liverpool are going to win the premier league.  We play away against a hot team, we lose a player due to poor call (or at least, a freak of luck accident), we have a goal disallowed due to one the worst VAR mishaps in history, we concede a goal first, AND we lose another player.  And only a last second own goal can beat us.  This team is very very hard to beat.  Only a perfect storm of incredibly bad luck and refereee incompetence can cost us games.  Our 10 men were easily as good as Tottenhams 11 men.  In fair fight, we stand a good chance of beating anyone, including Manchester City.  So, feel good about this game.  This game says a lot more about us that our win in Newcastle."
5184,Youtube,Tottenham vs. Liverpool September 30,Liverpool,John's red card was just ridiculous. And diaz goal.🙂 What a payment to the refs 😒!
5185,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Classic ""Robbery""😢 Clean goal-Offside,2 red cards,8+min of extra time. Tottenham played well, without doubt,but ref just ruined whole game 😮😮😮"
5186,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Shameful for referee agency
5187,Youtube,Tottenham vs. Liverpool September 30,Liverpool,YNWA!
5188,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Corruption at its highest
5189,Youtube,Tottenham vs. Liverpool September 30,Liverpool,YNWA
5190,Youtube,Tottenham vs. Liverpool September 30,Liverpool,How is luiz diaz offside ?
5191,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Proud of u Liverpool. We all know this game was rigged
5192,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Don't very reds never give up 💪
5193,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"I just can cry,i dont know what can i do,they fight so well, and var, i just can say,i love you liverpool"
5194,Youtube,Tottenham vs. Liverpool September 30,Liverpool,the referee was drunk
5195,Youtube,Tottenham vs. Liverpool September 30,Liverpool,💔
5196,Youtube,Tottenham vs. Liverpool September 30,Liverpool,celebrating an own goal against a team of 9 players as if it was the WC final winning goal...hilarious and pure comedy...
5197,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"No worries, the destiny was against us❤️"
5198,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"i hate liverpool so much, but what a game from you and you were even robbed :/"
5199,Youtube,Tottenham vs. Liverpool September 30,Liverpool,HEUNG MIN SON leyenda del TOTTENHAM  MATIP con su autogol acabo con el esfuerzo de su equipo
5200,Youtube,Tottenham vs. Liverpool September 30,Liverpool,We played the most boss game ever and all of us have slept with a clear conscience.
5201,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"The refs weren’t making “mistakes” with some of those calls. They’re bought and paid for. They were making sure it wasn’t a fair game, regardless of who the coaches played.  I’m not saying who should’ve won. I’m team LFC but I have no problem with Tottenham."
5202,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"PGMOL IS BULLSHIT 👊 DI LAGA INI SANGAT TERLIHAT BOBROKNYA WASIT INGGRIS, BAHKAN ADANYA VAR YANG HARUSNYA MEMINIMALKAN KESALAHAN WASIT JUSTRU MELAKUKAN KESALAHAN FATAL DENGAN TIDAK MENGGUNAKAN VAR SEPERTI SEHARUSNYA, INI BUKAN KEJADIAN PERTAMA, INI SANGAT MERUGIKAN KAMI"
5203,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Абсолютно не заслуженная победа Шпор! Ошибочно не засчитанный гол Ливера, сразу после этого ТТХ забивает свой гол! Плюс первая жёлтая Жоте на ровном месте!"
5204,Youtube,Tottenham vs. Liverpool September 30,Liverpool,*JURGEN KLOPP* 😭❤️ *YNWA*
5205,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Impossible referrer decision. Need check his bank account and his family bank account get undertable money
5206,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Son is the best 👏👏👏👏
5207,Youtube,Tottenham vs. Liverpool September 30,Liverpool,this match shows the mentality of this team. Love it to bits. 🔥 heads up Matip❤️
5208,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Benefited from some of the most bizarre VAR decisions ever at Shamfield but it’s  play the victim time  as usual when one goes against you
5209,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Not fair
5210,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Come on Liverpool! This reflection can help us!
5211,Youtube,Tottenham vs. Liverpool September 30,Liverpool,หลังดูเกมส์นี้แล้ว ทำให้ผมรู้ว่า ผมเลือกถูกที่เชียร์หงส์แดง ใจเป็นใหญ่ ไม่มีแอ็คอาร์ต เกมส์นี้ทำให้ผมรักนักเตะในทีมทุกคน
5212,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Warriors. Never give up. This is why we love Liverpool
5213,Youtube,Tottenham vs. Liverpool September 30,Liverpool,الف مبرووك توتنهام 😂😂🎉🎉 spurs 🔥🔥🔥
5214,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Great courage from our team I am very proud of them. But we all know Diaz goal should have stood, Jones' red card wasn't a red but a yellow and Jota's first yellow wasn't a yellow because there was no contact at all but I am proud of the resilience they showed despite being just nine men and I wish the game could be replayed. YNWA."
5215,Youtube,Tottenham vs. Liverpool September 30,Liverpool,what an irony in the referring body the V A R gives out a red card but cannt give luiz his goal wahala 😢
5216,Youtube,Tottenham vs. Liverpool September 30,Liverpool,LIVERPOOL WILL WIN IT DOESN'T MATTER WHAT HAPPENS. WE ARE WINNERS.
5217,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Pull all the best
5218,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Can anyone explain why Jones received a red card?
5219,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Liverpool deserve more result in this game.  YNWA
5220,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Come on you spurs
5221,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Even though we lost the battle, we won the war with 9 men that played like 11. Brilliant performance by the boys"
5222,Youtube,Tottenham vs. Liverpool September 30,Liverpool,BENJAMIN SESKO 🙏🙏
5223,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Now i understand the reasons why Liverpool spent 30 years without premiere league
5224,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"I don't care, we need the POINTS ffs! We have been robbed here!!! What the fck is VAR!"
5225,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Nice assist Robertson! , Nice goal Matip! you are all amazing!"
5226,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"I will take heart about how strong we stood against Spurs with just 9 men. Proud of our team. Proud to be a Liverpool fan.   Stats are there and they show how each team has been affected by VAR since its first use. And some people still calls us LiVARpool.  As well as stats, the issue that is overlooked is key component to VAR- competence of the human operators. The tech is not the issue. It is the incompetence of certain people  using the tech. We can get rid of VAR but it does not rid us of the incompetence by on-field officials. That line official was in line with Sallah and Romero and clearly saw Diaz is onside!!!! He raised his flag after the goal, not when the pass was made. This suggested VAR intervened!!!   I don’t care what decision they make to withdraw VAR or keep it- but if you still have incompetence onfield, you have solved nothing!!  Assigning incompetence to a key system  and on the field is what is killing the game."
5227,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Coys ^^
5228,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Say NO to game fixing Say NO to football gambling
5229,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Matip was actually bribed to do this😂😢 see his leg direction!!!
5230,Youtube,Tottenham vs. Liverpool September 30,Liverpool,The refs are being payed cuz how in the world was that a foul let alone a red card and that wasn't offside even the commentators said it.
5231,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Unacceptable. This match has to be re-played. We had a 17 games unbeaten run, that has been put to an end by scandalous refereeing."
5232,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"That's just how football is sometimes, congrats to spurs."
5233,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Simon not the Hooper, but the gravedigger of football"
5234,Youtube,Tottenham vs. Liverpool September 30,Liverpool,YNWA❤
5235,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"All the running and fatigue finally took its toll, that final touch from Matip's weary legs was cruel. Respect Liverpool."
5236,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Шпоры не забьют. Так всегда найдётся в ливере кто забьет в свои ворота
5237,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Everyone gets robbed occationally, this time it was Liverpool. Should these points matter a lot in the Spring, this will be remembered. Otherwise, just another day in football."
5238,Youtube,Tottenham vs. Liverpool September 30,Liverpool,개오바다
5239,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Tottenham didn't beat us but we beat ourselves with our spirit YNWA
5240,Youtube,Tottenham vs. Liverpool September 30,Liverpool,9 vs 12 Ynwa
5241,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Tiszta szégyen Ez a játék vezető.. + A Var..    .  !!!     !
5242,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Liverpool killed my ticket pls fight for LUIZ DIAZ goal let them write the score back as 2-2 pls😢😢😢😢😢. The VAR is a poor one
5243,Youtube,Tottenham vs. Liverpool September 30,Liverpool,نحن فخورين بئداكم ايه الابطال ❤❤❤
5244,Youtube,Tottenham vs. Liverpool September 30,Liverpool,THP play with var dan refree .. THP back up is Zionis Yahudi Israel..
5245,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Football is so rigged its embarrashing at this point!
5246,Youtube,Tottenham vs. Liverpool September 30,Liverpool,liverpool need to sue the FA...
5247,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Spurs only won after Liverpool reduced to 9 men..or wait should have been a draw..luiz diaz goal is obviously onside
5248,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Hahahahahahahaah
5249,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Love how Jones reacted more to the yellow then the red
5250,Youtube,Tottenham vs. Liverpool September 30,Liverpool,I would normally be angry if we were attacking when we should had been defending. But in this game I was so convinced we could score the winner that I was backing counters all the way. Anyway this is the team I love.
5251,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"""The trouble with referees is that they know the rules, but they don't know the game."""
5252,Youtube,Tottenham vs. Liverpool September 30,Liverpool,In my opinion...we should give our players counseling to handle tougher situations
5253,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Klopf Mützen
5254,Youtube,Tottenham vs. Liverpool September 30,Liverpool,never walk alone
5255,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Jota got a card when the opponent tripped on air
5256,Youtube,Tottenham vs. Liverpool September 30,Liverpool,YNWA 👏👏👏
5257,Youtube,Tottenham vs. Liverpool September 30,Liverpool,NO OFFSIDE!
5258,Youtube,Tottenham vs. Liverpool September 30,Liverpool,cj1b
5259,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Masih ada hari esok. Msh banyak peluang poin yg dapat kami kumpulkan. Sungguh wasit sangat memalukan di pertandingan ini. Ingin rasanya aku meninju kepala botak wasit2 di pertandingan ini.
5260,Youtube,Tottenham vs. Liverpool September 30,Liverpool,YNWA
5261,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"City lost earlier, we had the chance to beat Spurs, which we were going to and someway somehow the Refs' response was f*ck you guys.   People's believe in matches being fixed is becoming stronger and stronger with some of these decisions that keep on happening. You have some few teams always directly or indirectly benefiting from extreme bad officiating. What the f*ck do we need the apology for. The 3 points is gone, players being suspended already. Can't believe this!"
5262,Youtube,Tottenham vs. Liverpool September 30,Liverpool,The best team of nine men lost
5263,Youtube,Tottenham vs. Liverpool September 30,Liverpool,WE WERE ROBBED... ENGLISH REFEREES ARE AMONG THE WORST IN THE WORLD
5264,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Liverpool were robbed.... No off-side..... Red card???  No. No. No
5265,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Now that's Loserpool for you - You'll Never Win Again. 😃
5266,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Relegate Tottenham now
5267,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"Matip, var, refree is enemy 😡😡🤬"
5268,Youtube,Tottenham vs. Liverpool September 30,Liverpool,The boys really made us proud!!!
5269,Youtube,Tottenham vs. Liverpool September 30,Liverpool,That was clearly an onside goal
5270,Youtube,Tottenham vs. Liverpool September 30,Liverpool,As a city fan the only team I'm scared of facing in Europe and the premier league is liverpool. Yes there are upsets here and there but liverpool are just something else. I think we have a higher chance of retaining this year's ucl just because liverpool aren't in it.
5271,Youtube,Tottenham vs. Liverpool September 30,Liverpool,The referee was bribed
5272,Youtube,Tottenham vs. Liverpool September 30,Liverpool,You will never walk alone
5273,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Tottenham needed a handicapped match to beat Liverpool 😅
5274,Youtube,Tottenham vs. Liverpool September 30,Liverpool,robbed.
5275,Youtube,Tottenham vs. Liverpool September 30,Liverpool,히샬리숑이  넣지못한 골수만 생각해도  히샬리숑이  만약골넣었으면 2~3골 넣었을거야
5276,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Referee KAYU..!! Liverpool being..... victimized of foolish decisions..!!
5277,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Woii loooserfooll.. Kalah y kalah aj.. Bnyk cocot..
5278,Youtube,Tottenham vs. Liverpool September 30,Liverpool,Clearly 'someone' didn't want Liverpool to be table top this week. good fight by pool players till the end
5279,Youtube,Tottenham vs. Liverpool September 30,Liverpool,The referee is not in time for the game. How can the association be the referee? It wastes time cheering for the team you love.
5280,Youtube,Tottenham vs. Liverpool September 30,Liverpool,when VAR snitched liVARpool
5281,Youtube,Tottenham vs. Liverpool September 30,Liverpool,"As a Spurs fan, I feel bad for Liverpool. Diaz’s goal wasn’t offside. Apparently, for VAR, the lines were drawn, but VAR refs thought the goal was given on the field, when actually wasn’t. And they said check complete. However, since field refs said offside, they thought it was actually offside so the goal wasn’t given. There’s clear explanation from SkySports. I also think the ref was very biased. And your defending w 9 men was very impressive."
