,Platform,Game,Team,Entry
12603,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Liverpool fans raise your hand
12604,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Speedy recovery for Klopp 🙏
12605,Youtube,Tottenham vs. Liverpool May 1,Liverpool,God how our emotions have been messed around this season YNWA
12606,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"thanks liverpool for breaking me and ruining my life. as a spurs fan, i hope you’re enjoying this but i feel shattered inside. but i guess it’s fine as you stopped arsenal winning the league. fck me"
12607,Youtube,Tottenham vs. Liverpool May 1,Liverpool,One of the most entertaining games of the seaon. Congratulations Reds
12608,Youtube,Tottenham vs. Liverpool May 1,Liverpool,what a goal from diaz 🔥🔥
12609,Youtube,Tottenham vs. Liverpool May 1,Liverpool,One thing that I learnt from this game is seize your moment. You'll never know when the next opportunity knock again..
12610,Youtube,Tottenham vs. Liverpool May 1,Liverpool,VVD needs to step up
12611,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"got abit lucky there, totally stopped playing football after coming up by 3."
12612,Youtube,Tottenham vs. Liverpool May 1,Liverpool,This is Anfield!
12613,Youtube,Tottenham vs. Liverpool May 1,Liverpool,It's not over 'till it's over. Great shot by Jota but we really shouldn' t have allowed it to go 3-3. Also that Diaz goal is insane in the amount of room there was and the angle just brilliant.
12614,Youtube,Tottenham vs. Liverpool May 1,Liverpool,LIVERPOOL SELALU BIKIN DRAMA 🔥🔥🔥
12615,Youtube,Tottenham vs. Liverpool May 1,Liverpool,🎉🎉🎉
12616,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Richardlison diprank jota wkwkwk 😂
12617,Youtube,Tottenham vs. Liverpool May 1,Liverpool,This is the fighting spirit we missed all season. We need to tighten the defense big time
12618,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Anfield wow😮
12619,Youtube,Tottenham vs. Liverpool May 1,Liverpool,What a game!!
12620,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"I watched it from Tottenham chanel first, i couldn't wait for it, what a game!"
12621,Youtube,Tottenham vs. Liverpool May 1,Liverpool,❤❤❤YNWA
12622,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Jotaaaaa ❤
12623,Youtube,Tottenham vs. Liverpool May 1,Liverpool,I Dunno about you guys but I missed the manager’s air punches at the end of a victorious match @ Anfield 😊
12624,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Trent was excellent from midfield! But we need cm and good rb immediately
12625,Youtube,Tottenham vs. Liverpool May 1,Liverpool,LIVERPOOOOOOLLLL🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥❤❤❤❤❤❤❤❤❤❤❤VAMOSSSSSSSS.
12626,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Jota has been on fire since he returned from injury 
12627,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"VvD will always be my boy for sure BUT bro sometimes you get caught easily man, wasup"
12628,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Diogoaal slotttaaa
12629,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Kloooooooppppppoo❤❤❤❤❤❤❤❤❤
12630,Youtube,Tottenham vs. Liverpool May 1,Liverpool,KINGS OF COMEBACK - YNWA
12631,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"Van Dijk  is the problem, there is one comment about him on this page, when are people going to wake up to this fact............ he needs to work on his awareness. YNWA."
12632,Youtube,Tottenham vs. Liverpool May 1,Liverpool,lol of this match 😂
12633,Youtube,Tottenham vs. Liverpool May 1,Liverpool,اللهم صل وسلم وبارك على نبينا محمد وعلى آله وصحبه وسلم أجمعين
12634,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Absolutely Love how well our attacking players has been performing Jota & Gapko are unplayable sometimes and lucha got his goal as well
12635,Youtube,Tottenham vs. Liverpool May 1,Liverpool,✋✋✋
12636,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"What an incredible display by the boys. Am excited to see Luis diaz getting back in the mix. Gakpo's form is outstanding and I liked the way Trent passed the ball in the midfield. Despite jota being a great video gamer, he is also a great goal scorer💪"
12637,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Diaz and Jota! A friendly reminder for our other strikers that there is no time for bad performances
12638,Youtube,Tottenham vs. Liverpool May 1,Liverpool,A game full of emotion and adrenaline until the end!  Great merit of the team to achieve another very significant victory to be able to dream of the first places in the Champions League! Well Done lads!  👏👏👏
12639,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Richarlison is just not that guy
12640,Youtube,Tottenham vs. Liverpool May 1,Liverpool,How many injury problems do you have?  Liverpool: Our manager will be out due to hamstring issue!
12641,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Diego jota 💯👍👍👍👍👍
12642,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Shocking defending & where is the midfield?
12643,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Richarlison taking his shirt off ☠️☠️☠️
12644,Youtube,Tottenham vs. Liverpool May 1,Liverpool,seems like liverpool will be playing EL next season.
12645,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"Great fighting spirit, never give up, incredible game but we were leading 3-0, how can we concede 3 goals like that and having a stressful end of game??? It was horrible to live"
12646,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"When i watched the match today when it was 3-2 i knew they were gonna score a goal and when Rachilson scored i thought it was over, but then after 1 minute Jota scored a fantastic goal and i got sooo happy"
12647,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Suck on that Richarlison 😄😄
12648,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"I must admit, Van Dijk was cooked AF."
12649,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Damn They destroyed my man Virgil 😂😂
12650,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Liverpool gave Spurs a hope just to take it back
12651,Youtube,Tottenham vs. Liverpool May 1,Liverpool,I screamed to my tottenham fan when jota scorde the winner😂😂
12652,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Nuce
12653,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Trent enjoying in midfield with assist after assist still there is work to be done defensively becoz Son capitalized it. It was a heart breaking almost but Jota saved us 🤙. Sign of Liverpool dominance next season 👌
12654,Youtube,Tottenham vs. Liverpool May 1,Liverpool,It is da history of de Tottenham
12655,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"Full support Liverpool from Mumbai, India"
12656,Youtube,Tottenham vs. Liverpool May 1,Liverpool,A Classic Match to Watch! Honestly LFC made Spurs look terrible in the 1st Half but then bottled a 3 goal lead. Thank God for Jota because Tottenham would have gotten a point! Only Spurs can bottle games in this manner
12657,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Conglomerates Liverpool ❤
12658,Youtube,Tottenham vs. Liverpool May 1,Liverpool,wow what a comeback was so dissapointed by jotaa won it for us 🥳🥳🥳let see the pigeon celebrations 😂😂
12659,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Liverpool style😄
12660,Youtube,Tottenham vs. Liverpool May 1,Liverpool,We miss these pumps boss😁
12661,Youtube,Tottenham vs. Liverpool May 1,Liverpool,jota saved liverpool
12662,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Yes Yes yessss
12663,Youtube,Tottenham vs. Liverpool May 1,Liverpool,I always noticed Liverpool players if they have leading scores then game will be stopped effortless. My personal view players have to work hard until final whistle. Congratulations boys.
12664,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Good job
12665,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Barcelona Femeni Are Liga Champions For 4th Straight Season💪
12666,Youtube,Tottenham vs. Liverpool May 1,Liverpool,fuvking that defence ...   it will cost us next season change them
12667,Youtube,Tottenham vs. Liverpool May 1,Liverpool,2:08 BOS 💪💪💪
12668,Youtube,Tottenham vs. Liverpool May 1,Liverpool,LOVE YOU LIVERPOOL AND MO SALAH❤❤ FROM BANGLADESH 🇧🇩
12669,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Gakpo really had a fantastic game too
12670,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Wat aa game
12671,Youtube,Tottenham vs. Liverpool May 1,Liverpool,🎉🎉🎉🎉next year we are champions ❤❤❤
12672,Youtube,Tottenham vs. Liverpool May 1,Liverpool,WERE BACK 4 WINS A ROW Jota clutched up YNWA❤❤❤❤❤
12673,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"This is an english Derby.Last few years there are barely ""good"" derbies,but this is amazing"
12674,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Sorry but Alison needs to be dropped give Kelleher a go coz Liverpool got nothing to lose now
12675,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Congrats Reds. Let us continue to work on our defense
12676,Youtube,Tottenham vs. Liverpool May 1,Liverpool,liverpool forever
12677,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Thank you jota
12678,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Lets keep on winning to reach 4th place
12679,Youtube,Tottenham vs. Liverpool May 1,Liverpool,It's impossible 😮
12680,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Let's all laugh at richarlison🤣
12681,Youtube,Tottenham vs. Liverpool May 1,Liverpool,He wears the no.20
12682,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Jota saved liverpool again 🔥
12683,Youtube,Tottenham vs. Liverpool May 1,Liverpool,This is livepool
12684,Youtube,Tottenham vs. Liverpool May 1,Liverpool,ماشالله لیورپول ❤🏆
12685,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Jots is on 🥵🌋
12686,Youtube,Tottenham vs. Liverpool May 1,Liverpool,YNWA
12687,Youtube,Tottenham vs. Liverpool May 1,Liverpool,リシャカス草
12688,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"what a game, what night thanks Reds. ❤ 🔴"
12689,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"How much I hate this *Antony"" 2.0 Richarlison. Such a disgrace to football."
12690,Youtube,Tottenham vs. Liverpool May 1,Liverpool,ليفربول محضوض في آخر دقيقتين عمل جيد ❤
12691,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Where is bobby?
12692,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Tottenham were the better team. They had more clear chances. But…a win is a win🎉
12693,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Hitchcock's match
12694,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"thanks jota le,s go 🚶‍♀️ YNWA loading UCL ❤🤝"
12695,Youtube,Tottenham vs. Liverpool May 1,Liverpool,What a match 🎉❤
12696,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Bumps are back. !!! How dya like them apples u white lane rats???!!! ;p YNWA !!!
12697,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"Mighty Pool,"
12698,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"The moment needs to be be enjoyed and Jota needs to be appreciated that's for sure.. But at the end of the day, the team also needs to reflect on what happened on the field. They let a 3-0 lead slip away and that too against Spurs.. Time to get serious boys!"
12699,Youtube,Tottenham vs. Liverpool May 1,Liverpool,I worship this day
12700,Youtube,Tottenham vs. Liverpool May 1,Liverpool,My love
12701,Youtube,Tottenham vs. Liverpool May 1,Liverpool,❤❤❤❤❤❤
12702,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Jones an absolute best liverpool nearly said goodbye to top 4 but it's still alive
12703,Youtube,Tottenham vs. Liverpool May 1,Liverpool,리버풀~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
12704,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Jota what a player 🔥
12705,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Super
12706,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"What a player Diogo Jota is , 5 goals in 3 games for him"
12707,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Great game
12708,Youtube,Tottenham vs. Liverpool May 1,Liverpool,I survived heart failure for a bit..what a great game
12709,Youtube,Tottenham vs. Liverpool May 1,Liverpool,1:04 XD
12710,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"My manager Klopp got a hamstring because of celebrating this man is a true red passion beyond reason for Klopp I love him so much. Hope he’s alright and this match almost gave me a heart attack we got lucky spurs have the bottling gene in them. Let’s fix our back line issues, I truly believe with proper backing it’s another beautiful story with Jurgen. YNWA my team I love you ❤️"
12711,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Crazy astonished
12712,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Jota is an intelligent player defo
12713,Youtube,Tottenham vs. Liverpool May 1,Liverpool,From Kopites INDONESIA 🎉🎉🎉
12714,Youtube,Tottenham vs. Liverpool May 1,Liverpool,❤ You'll never walk alone❤
12715,Youtube,Tottenham vs. Liverpool May 1,Liverpool,This is Liverpool❤❤
12716,Youtube,Tottenham vs. Liverpool May 1,Liverpool,WHAT. A. GAME
12717,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Something needs to be done about our defence.
12718,Youtube,Tottenham vs. Liverpool May 1,Liverpool,يا رب توب 4 حتى نتأهل التشامبيونزليق 🥲🙏🏼❤️
12719,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"Liverpool, you play too much with our hearts😢😢😢😢."
12720,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Jota best comeback
12721,Youtube,Tottenham vs. Liverpool May 1,Liverpool,The Karma comes too fast Richarlisuck...
12722,Youtube,Tottenham vs. Liverpool May 1,Liverpool,COMEBACK YNWA! ❤
12723,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Jota's return has significantly boosted the team's offensive performance with his exceptional skills ❤️
12724,Youtube,Tottenham vs. Liverpool May 1,Liverpool,We miss konate 😢
12725,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Up The Reds YNWA 👏👏👏👏👏
12726,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Quel match de ooouuuufffffff 👏🤓
12727,Youtube,Tottenham vs. Liverpool May 1,Liverpool,❤️❤️🔥
12728,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Gotta love that hand in the ear from Klopp
12729,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Wow🔥🔥
12730,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Partidazo lastima que estos 2 equipos pueden quedar fuera de puestos de champions
12731,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Trent has 6 assists in his last 5 games. Simply incredible player
12732,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Excellent. Bring on Chelsea and Fulham on Wednesday night. YNWA🏆🧣
12733,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Klopp cooked Tottenham 😂
12734,Youtube,Tottenham vs. Liverpool May 1,Liverpool,admit we got lucky still great game!!
12735,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Diaz is back
12736,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Never give up viva Liverpool 🎉❤
12737,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Diogo goalllll 90+4 🥰
12738,Youtube,Tottenham vs. Liverpool May 1,Liverpool,I watched till halftime bc i had to go somewhere and i watched it on my phone and what a performance by both teams!
12739,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Ooooh he wears the number 20!🎶
12740,Youtube,Tottenham vs. Liverpool May 1,Liverpool,What a performence😊
12741,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"Thank god for Diogoal! Altogether now, ""Oh he wears the No. 20..."""
12742,Youtube,Tottenham vs. Liverpool May 1,Liverpool,What a game and what a perfomance 🎉 but what a nightmare by Van Dijk😢
12743,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Well done redd
12744,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Up the Reds YNWA we go again well done boys ❤️🙏🏼👏🏼
12745,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Ynwa
12746,Youtube,Tottenham vs. Liverpool May 1,Liverpool,The greatest team ever
12747,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Ipul mode late game GG Ipul♥️
12748,Youtube,Tottenham vs. Liverpool May 1,Liverpool,My love Liverpool ❤️❤️❤️😙💕
12749,Youtube,Tottenham vs. Liverpool May 1,Liverpool,عوزين عقد عمل يا أبو مكه عشان اخوك علي اخره والله
12750,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Thanks jota❤😊🙌🏾
12751,Youtube,Tottenham vs. Liverpool May 1,Liverpool,*🎶One Jota is all the takes🎶* 😂😂 move on and go home richyyy )))))
12752,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Wow
12753,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Robbo was awful
12754,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Great Win!
12755,Youtube,Tottenham vs. Liverpool May 1,Liverpool,what diogoo!!!!
12756,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Liverpool to uropa league
12757,Youtube,Tottenham vs. Liverpool May 1,Liverpool,New defenders needed
12758,Youtube,Tottenham vs. Liverpool May 1,Liverpool,❤❤❤
12759,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Let’s make the Fulham game not give me a heart attack please 😂
12760,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Jota the goat😎🔥
12761,Youtube,Tottenham vs. Liverpool May 1,Liverpool,amazing game brilliant last minute winner
12762,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Wooo
12763,Youtube,Tottenham vs. Liverpool May 1,Liverpool,From 10th to 5th and top 4 later on. Haters silenced🤫
12764,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Jotaaaaaaaa!!
12765,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Liverpool almost bottled 3-0
12766,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Big win and performance reds✊️✊️✊️👊
12767,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Ynwa
12768,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Finally
12769,Youtube,Tottenham vs. Liverpool May 1,Liverpool,YNWA 💪🏽
12770,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Jota was a best player...
12771,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Great game ❤
12772,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Pheeeeeeew is all I have to say
12773,Youtube,Tottenham vs. Liverpool May 1,Liverpool,LETS GOOOOOOOO!!!!
12774,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Incredible!❤
12775,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"Even in a shambolic season, we've had so many ""hang that in the Louvre"" moments. Never a dull moment under Klopp. Love that guy and this team!"
12776,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Pin this comment please I love Liverpool
12777,Youtube,Tottenham vs. Liverpool May 1,Liverpool,What a game what a goal by jota❤
12778,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Yes lads
12779,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"Watching this team this season has shaved years of my life, good god! Happy for the win, let’s finish the season strong"
12780,Youtube,Tottenham vs. Liverpool May 1,Liverpool,First
12781,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Never walk alone ❤❤❤❤
12782,Youtube,Tottenham vs. Liverpool May 1,Liverpool,Inappropriate game for anxious people  😂
12783,Youtube,Tottenham vs. Liverpool May 1,Liverpool,DIOGOOOOOOO ❤ LOVE HIM
12784,Youtube,Tottenham vs. Liverpool May 1,Liverpool,I am so proud ❤❤❤
12785,Youtube,Tottenham vs. Liverpool May 1,Liverpool,"Jota is a player who makes the difference, without a doubt that his return greatly improved the team's offensive performance."
12786,Youtube,Manchester United vs. Wolves May 14,Wolves,Wolves❤❤
12787,Youtube,Manchester United vs. Wolves May 14,Wolves,Goalkeeper proving why he’s called Bentley. Class act !!!🙌🏿
12788,Youtube,Manchester United vs. Wolves May 14,Wolves,"Been saying for weeks, and getting slated for it, lopetegui is underwhelming. Dawson,checks his drive forward, as he's left all alone, support ? Nah Bentley best player, kept it respectable,  Midfield every player missing.  Ah well......perhaps next year we can succeed ....in getting relegated."
12789,Youtube,Manchester United vs. Wolves May 14,Wolves,i love wolverhampton
12790,Youtube,Manchester United vs. Wolves May 14,Wolves,"As a Manchester United Fan,I apppreciate the performance 😊"
12791,Youtube,Manchester United vs. Wolves May 14,Wolves,1:47 my guy trying to chase a fresh leg garnacho 🤣😂
12792,Youtube,Manchester United vs. Wolves May 14,Wolves,We could have Harland up front it would make no difference we create nothing going forward and I get to pay an extra 100 quid to watch  next season cheers wolves
12793,Youtube,Manchester United vs. Wolves May 14,Wolves,Enjoy your vacation boys.
12794,Youtube,Manchester United vs. Wolves May 14,Wolves,Give Bentley a chance to be your Number 1
12795,Youtube,Manchester United vs. Wolves May 14,Wolves,So Uhm how uh how much for that Bentley bloke??
12796,Youtube,Manchester United vs. Wolves May 14,Wolves,La clave para poder algún día estar al nivel de los grandes... Es buscar jugadores que rindan y tengan actitud... Pero baratos... Hay que ir a países donde no hay trádicion pero hay muy buenos jugadores... Ecuador Peru Japón Panamá USA..etc.. captar talento joven y pulirlo para tener jugadores buenos y baratos...
12797,Youtube,Manchester United vs. Wolves May 14,Wolves,Glory Glory Man United 👍🙂⚽️
12798,Youtube,Manchester United vs. Wolves May 14,Wolves,man utd are too bad
12799,Youtube,Manchester United vs. Wolves May 14,Wolves,Its unfair united didnt field Maguire!
12800,Youtube,Manchester United vs. Wolves May 14,Wolves,"The training is clearly paying off, got the art of dreadful slow negative don't attack and always pass backwards football down to a tee. Yes it's against man utd, but we play the same way against everyone else. Charity FC going to complete the set this season by gifting Everton 3 points??"
12801,Youtube,Manchester United vs. Wolves May 14,Wolves,Fair play to Bentley! 🔥🙌  (from a United fan)
12802,Youtube,Manchester United vs. Wolves May 14,Wolves,Aha Dingles aha 😂😂😂😂😂😂
12803,Youtube,Manchester United vs. Wolves May 14,Wolves,Weghorst was disappointed 😢
12804,Youtube,Manchester United vs. Wolves May 14,Wolves,"""Defeat and Wolves"" are the best pair ever. They go hand in hand"
12805,Youtube,Manchester United vs. Wolves May 14,Wolves,The Wolves defence was already on holiday!!!
12806,Youtube,Manchester United vs. Wolves May 14,Wolves,You can lose to Manchester United but don't lose to Liverpool 👍
12807,Youtube,Manchester United vs. Wolves May 14,Wolves,ምንጊማንቼ
12808,Youtube,Manchester United vs. Wolves May 14,Wolves,"As a Man Utd fan, even though we dominated the game I have to respect ur goalie who kept the scoreline very respectable. U gave us a bit of a tough game. Enjoy the rest of the season, ur a good club 👍"
12809,Youtube,Manchester United vs. Wolves May 14,Wolves,"I would like to see us play more adventurous for rest of season, because that’s what we want to be doing next season. Fed up of watching this tippy tappy side to side backwards football. I know some of the teams that are being relegated, but at least it’s decent to watch.🐺"
12810,Youtube,Manchester United vs. Wolves May 14,Wolves,Man u
12811,Youtube,Manchester United vs. Wolves May 14,Wolves,Weghost was disappointed with garnacho
12812,Youtube,Manchester United vs. Wolves May 14,Wolves,Says something when our goalie was our best player and Dawson a defender got forward and had more chances to score than our forwards
12813,Youtube,Manchester United vs. Wolves May 14,Wolves,Benley
12814,Youtube,Manchester United vs. Wolves May 14,Wolves,"진짜 골키퍼 맛집이긴 하다 후이 파트리시우, 조세 사, 벤틀리까지 ㄷㄷ"
12815,Youtube,Manchester United vs. Wolves May 14,Wolves,Can we have your Ruben Neves?
12816,Youtube,Manchester United vs. Wolves May 14,Wolves,Bro what happened to wolves.. they used to be ferocious against man utd
12817,Youtube,Manchester United vs. Wolves May 14,Wolves,Dan Bentley is man of the match
12818,Youtube,Manchester United vs. Wolves May 14,Wolves,Bentley is a world class stopper. He saved minimum 3 extra goals.
12819,Youtube,Manchester United vs. Wolves May 14,Wolves,Bentley and Hwang were amazing! Hope they will get more opportunities.
12820,Youtube,Manchester United vs. Wolves May 14,Wolves,1:15 what was the mf doing?
12821,Youtube,Manchester United vs. Wolves May 14,Wolves,"Amazing debut for Dan Bentley, couldn’t do anything about the goals."
12822,Youtube,Manchester United vs. Wolves May 14,Wolves,llupegue has a player like joao gomes on the bench and it doesn't glue it's an outrage for the wolves
12823,Youtube,Manchester United vs. Wolves May 14,Wolves,Diego Costa is a log 🪵 🪵 🪵 poor wolves hurt those evil players that Lopeteggi brought 😂 😂 😂 🤮 🤮 🤮 🤮
12824,Youtube,Manchester United vs. Wolves May 14,Wolves,Donde quedo Raul Jimenez? Es lamentable
12825,Youtube,Manchester United vs. Wolves May 14,Wolves,Good game from Bentley 👍🏽
12826,Youtube,Manchester United vs. Wolves May 14,Wolves,"The rival beat us in the match, the scoring chances were almost all from Man United. I highlight some good interventions by Bentley in his debut, with three good saves. We have to strengthen ourselves a lot to have a good season in 2023/24."
12827,Youtube,Manchester United vs. Wolves May 14,Wolves,"big respect to Bentley, had some amazing saves. Would love to see him start when we play at home against everton."
12828,Youtube,Manchester United vs. Wolves May 14,Wolves,As a Liverpool fan Wolves really let me down today with their terrible first half performance.
12829,Youtube,Manchester United vs. Wolves May 14,Wolves,As a United fan  If I have to be honest w saves from your goalkeeper
12830,Youtube,Manchester United vs. Wolves May 14,Wolves,The goalkeeper saved from 4-0 respect 🫡
12831,Youtube,Manchester United vs. Wolves May 14,Wolves,Bentley was yhe only reason this game didn't end 4-0. Opposing keepers always go off when coming to OT.
12832,Youtube,Manchester United vs. Wolves May 14,Wolves,Not a bad result it was only 2 scores against us not 6 😅
12833,Youtube,Manchester United vs. Wolves May 14,Wolves,Why can’t our players just try and have a shot from distance when playing away
12834,Youtube,Manchester United vs. Wolves May 14,Wolves,After Winners Wolverhampton Wanderers Defeat Against Manchester United In The Old Trafford
12835,Youtube,Manchester United vs. Wolves May 14,Wolves,"Another dull, boring huff and bit of puff performance from this wolves team with slow sideways and backwards passing. We give the ball away to often at this level and basicly make up the numbers !! Cant see how next season will be any different to be fair !!"
12836,Youtube,Manchester United vs. Wolves May 14,Wolves,"youll notice the one who kept garnacho onside was nelson semedo, the shittest defender in the entire premier league just a portugese maguire please leave and go efl two where you belong this is like the 19th mistake of the season"
12837,Youtube,Manchester United vs. Wolves May 14,Wolves,As a man u fan I appreciate the performance of your goalkeeper
12838,Youtube,Manchester United vs. Wolves May 14,Wolves,"To be honest I’m fairly unbothered, of course I’d love a big result, but we saw Daniel Bentley have a masterclass (8 saves, 3 dive saves and 4 in the box + a high claim), and to be fair we have little to play for, our focus should be on transfers which it is at the moment which is encouraging. We’ll bounce back against Everton"
12839,Youtube,Manchester United vs. Wolves May 14,Wolves,Bentley made some brilliant saves ! Respect and GG from a Man u fan
12840,Youtube,Manchester United vs. Wolves May 14,Wolves,😭😭😭
12841,Youtube,Manchester United vs. Wolves May 14,Manchester,"here after our opening game of the season 😂, to see why wolves dominated us"
12842,Youtube,Manchester United vs. Wolves May 14,Manchester,Hope to see these cleansheet again tonight
12843,Youtube,Manchester United vs. Wolves May 14,Manchester,Maguire is leaving but Antony is stayin to annoy us Man U fans
12844,Youtube,Manchester United vs. Wolves May 14,Manchester,UNITEDD❤❤..
12845,Youtube,Manchester United vs. Wolves May 14,Manchester,🔥
12846,Youtube,Manchester United vs. Wolves May 14,Manchester,Garnacho is the real deal can't lie
12847,Youtube,Manchester United vs. Wolves May 14,Manchester,❤❤❤
12848,Youtube,Manchester United vs. Wolves May 14,Manchester,❤❤❤
12849,Youtube,Manchester United vs. Wolves May 14,Manchester,Its always so wholesome seeing Sir Alex watching the games live 🥹
12850,Youtube,Manchester United vs. Wolves May 14,Manchester,Wolves goalkeeper was so great despite lost
12851,Youtube,Manchester United vs. Wolves May 14,Manchester,"Man u its on fire,🔥🔥🔥"
12852,Youtube,Manchester United vs. Wolves May 14,Manchester,Garnacho is the next goat  And I am 9 year so my idol
12853,Youtube,Manchester United vs. Wolves May 14,Manchester,I really feel Antony has serious potential......
12854,Youtube,Manchester United vs. Wolves May 14,Manchester,Pelez place marsial awt
