path,id,parent_id,level,object_id,object_type,object_key,query_status,query_time,query_type,snippet.topLevelComment.snippet.textOriginal,snippet.topLevelComment.snippet.likeCount,snippet.totalReplyCount
PRaNTFdCahk/UgypwLm0tlpL9BfKTLd4AaABAg,16052,15999,1,UgypwLm0tlpL9BfKTLd4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,I am Manchester United fan but I really like how Wolves played the Monday game. They need some quality strikers and they will terrorize any team.,2,0
PRaNTFdCahk/Ugz8G2FBomRWv3IE1uh4AaABAg,16053,15999,1,Ugz8G2FBomRWv3IE1uh4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,Fantastic football from wolves....just so unfortunate they didn't win this one but the future is really bright,1,0
PRaNTFdCahk/UgwEnGwt_WK_HNXpCIh4AaABAg,16054,15999,1,UgwEnGwt_WK_HNXpCIh4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,"A promising opening day !! Don’t you mean Got away with it again, thank fxxx for var!",0,0
PRaNTFdCahk/UgxvVBnwm5HEVvfbM-94AaABAg,16055,15999,1,UgxvVBnwm5HEVvfbM-94AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,United have such a talent for making even the most ordinary opposition teams look like the best team in the world,2,2
PRaNTFdCahk/UgwXolVEWE9oxzr9UvB4AaABAg,16056,15999,1,UgwXolVEWE9oxzr9UvB4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,Volves bu oyun ile qelebeye layik idilər,0,0
PRaNTFdCahk/UgzPsHgRyO74znDV64R4AaABAg,16057,15999,1,UgzPsHgRyO74znDV64R4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,Surely a penalty for wolves,0,0
PRaNTFdCahk/Ugzrt4m0RKhUV-HtZDd4AaABAg,16058,15999,1,Ugzrt4m0RKhUV-HtZDd4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,Manu fan: wolves played well 👏,1,0
PRaNTFdCahk/UgwhPgtOG9ic4Ze1fw94AaABAg,16059,15999,1,UgwhPgtOG9ic4Ze1fw94AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,as United fans I know that Wolves game will always be hard. This wolves team is really good! Big team shouldn't look down on them this season!,1,0
PRaNTFdCahk/UgxVh5NV6KavkXtSHJR4AaABAg,16060,15999,1,UgxVh5NV6KavkXtSHJR4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,패널티킥을 심판한테 도둑맞았네..이경기는 무승부였어야한다..,3,0
PRaNTFdCahk/UgwLhqtm9SDFkUkZup54AaABAg,16061,15999,1,UgwLhqtm9SDFkUkZup54AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,Wolves plays better. They just unfortunate.,0,0
PRaNTFdCahk/UgwrvwtTVsIU5u6KkFZ4AaABAg,16062,15999,1,UgwrvwtTVsIU5u6KkFZ4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,Unbelievable. I smell a Rat,0,0
PRaNTFdCahk/UgwDqOzulwh3wepdCot4AaABAg,16063,15999,1,UgwDqOzulwh3wepdCot4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,You were hard done by a corrupt system.,0,0
PRaNTFdCahk/Ugye-Y5tcoB2fvf5T-Z4AaABAg,16064,15999,1,Ugye-Y5tcoB2fvf5T-Z4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,That 2:00 tackle is insane!!!!!!,0,0
PRaNTFdCahk/UgwTKKiunVEuvxUgVwx4AaABAg,16065,15999,1,UgwTKKiunVEuvxUgVwx4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,"Wolves sangat menghibur. Kalian pemenangan pertandingan, semoga hasil pertandingan selanjutnya sesuai harapan",0,0
PRaNTFdCahk/Ugys0Bbrt1gkv9gq7j14AaABAg,16066,15999,1,Ugys0Bbrt1gkv9gq7j14AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,"Man Utd die-hard fan here. You deserved to come away with something from this game. Well done, wishing you all the best for the rest of the season!  By the way, im a brit who was raised in Berlin, which is why I'm also a die-hard Hertha Berlin fan. Cunha is a gem! Keep backing him, he'll score a lot of goals for you!",1,0
PRaNTFdCahk/Ugz_8UwLUE8idmGRjkd4AaABAg,16067,15999,1,Ugz_8UwLUE8idmGRjkd4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,Nice game Wolv!! You are better than MU in this game.,1,0
PRaNTFdCahk/Ugyn-7BMo_o0Pq9W-uF4AaABAg,16068,15999,1,Ugyn-7BMo_o0Pq9W-uF4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,Wolves deserved to win this game.,0,0
PRaNTFdCahk/UgztitCMcglIENnX4Bx4AaABAg,16069,15999,1,UgztitCMcglIENnX4Bx4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,Im liking the passion from our new boss ! Cunha looks good .  Deserved more from this game.  Easily the better team .,0,1
PRaNTFdCahk/Ugx7QCJTerlwstLAWRF4AaABAg,16070,15999,1,Ugx7QCJTerlwstLAWRF4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,"Amazing gameplay from Wolves, so unlucky 🐺",1,0
PRaNTFdCahk/UgyOCixf2ScHneoyoFh4AaABAg,16071,15999,1,UgyOCixf2ScHneoyoFh4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,Wolves  came to fight its was an  unfortunate loss,0,0
PRaNTFdCahk/Ugx6D__fNM9-3jxTCcZ4AaABAg,16072,15999,1,Ugx6D__fNM9-3jxTCcZ4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,Wolves better,0,0
PRaNTFdCahk/Ugw4gJJEh4jN-9rmdoh4AaABAg,16073,15999,1,Ugw4gJJEh4jN-9rmdoh4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,Wolves were just unlucky. Should have beaten United like 3-1,1,0
PRaNTFdCahk/Ugzu0Bbp6fHitxw01l94AaABAg,16074,15999,1,Ugzu0Bbp6fHitxw01l94AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,You made a star-studded good paper team look average; you deserved a win. We didnt deserve anything except criticism.,0,0
PRaNTFdCahk/Ugw4Oz7MZsAuVGhcJUt4AaABAg,16075,15999,1,Ugw4Oz7MZsAuVGhcJUt4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,Nothing promising there? No 6 casimiro is more comfortable we need competor for sure...,0,0
PRaNTFdCahk/Ugx35OIO5b6fh_gmARd4AaABAg,16076,15999,1,Ugx35OIO5b6fh_gmARd4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,Thanks Wolves for extended highlights.. you did not deserve to lose.,1,0
PRaNTFdCahk/UgwUaUiZCWh6U2TDvyt4AaABAg,16077,15999,1,UgwUaUiZCWh6U2TDvyt4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,Disgraceful to have such incompetence referees to ruin the best league. Btw where are the Manu fans who always complaining?,0,0
PRaNTFdCahk/UgzmneIg-yDnohg71Jx4AaABAg,16078,15999,1,UgzmneIg-yDnohg71Jx4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,The commentairy is such bullshit here 😂😂😂😂,0,0
PRaNTFdCahk/UgwRtxB08-ceh3t7eXt4AaABAg,16079,15999,1,UgwRtxB08-ceh3t7eXt4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,"The 3 points were to be given to wolves, they had an impressive game",1,0
PRaNTFdCahk/UgyU0S8fvom8eAfWZnR4AaABAg,16080,15999,1,UgyU0S8fvom8eAfWZnR4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,Bai dusk pati,0,0
PRaNTFdCahk/UgzMAfXTLiUrHDpprkJ4AaABAg,16081,15999,1,UgzMAfXTLiUrHDpprkJ4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,Has Manchester United said the 78th Indonesian Independence Day?,0,0
PRaNTFdCahk/UgxbLAe4t5ytLXo2pCJ4AaABAg,16082,15999,1,UgxbLAe4t5ytLXo2pCJ4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,"Well, football can be unfair at times. We keep pushing though.",0,0
PRaNTFdCahk/UgwIsdwa4XR5jrInqbZ4AaABAg,16083,15999,1,UgwIsdwa4XR5jrInqbZ4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,Wolves > mufc,0,0
PRaNTFdCahk/UgzHyvvZVDLD2jDQ5aV4AaABAg,16084,15999,1,UgzHyvvZVDLD2jDQ5aV4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,I never want to see this bloody ref and his team + VAR officials again in the EPL. This is embarrassingly poor Howard Web. Sorry! Let’s call a spade a spade.,0,0
PRaNTFdCahk/Ugx0vRHMPYF3r-d3xzZ4AaABAg,16085,15999,1,Ugx0vRHMPYF3r-d3xzZ4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,si ina,1,1
PRaNTFdCahk/UgwDQ4QBPvqHEAHRded4AaABAg,16086,15999,1,UgwDQ4QBPvqHEAHRded4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,"Wolves will not be a walk-over this season, The UnderDogs Rise...🐺",0,0
PRaNTFdCahk/UgyPOWBsGDv5zZeP4HJ4AaABAg,16087,15999,1,UgyPOWBsGDv5zZeP4HJ4AaABAg,data,items.*,fetched (200),2023-10-16 14:50:27.790301,YouTube:/commentThreads,Отправьте Тен Хаг в тот дурдом откуда он пришел! Не тренер а настоящий физрук,0,0
